Review Text,Rating (Max 5),Review Date,Product Name,review_text_raw,review_text,review_text_lemma,brand,rating,review_date,absorbency,comfort,price,discretion,adhesive_fit,packaging,sustainability,absorbency_n_sents,comfort_n_sents,price_n_sents,discretion_n_sents,adhesive_fit_n_sents,packaging_n_sents,sustainability_n_sents
"My teenager has had no complaints about the product, and I can confidently say that it is worth every penny spent. The quality and functionality exceeded my expectations, and it's clear that my investment has paid off. It's satisfying to see my teen so happy with it, and I appreciate the peace of mind that comes from knowing I made a smart purchase.",5.0 out of 5 stars,2024-11-28 00:00:00,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads","My teenager has had no complaints about the product, and I can confidently say that it is worth every penny spent. The quality and functionality exceeded my expectations, and it's clear that my investment has paid off. It's satisfying to see my teen so happy with it, and I appreciate the peace of mind that comes from knowing I made a smart purchase.","My teenager has had no complaints about the product, and I can confidently say that it is worth every penny spent. The quality and functionality exceeded my expectations, and it's clear that my investment has paid off. It's satisfying to see my teen so happy with it, and I appreciate the peace of mind that comes from knowing I made a smart purchase.",my teenager have have no complaint about the product and i can confidently say that it be worth every penny spend the quality and functionality exceed my expectation and it be clear that my investment have pay off it be satisfying to see my teen so happy with it and i appreciate the peace of mind that come from know i make a smart purchase,,,2024-11-28,,,0.9992231130599976,,,,,0,0,1,0,0,0,0
"They aren't any smaller, I brought them because I don't like how big pads are I find it uncomfortable hoping these would be a bit smaller. They also don't have a scent otherwise just normal pad.",3.0 out of 5 stars,2025-03-23 00:00:00,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads","They aren't any smaller, I brought them because I don't like how big pads are I find it uncomfortable hoping these would be a bit smaller. They also don't have a scent otherwise just normal pad.","They aren't any smaller, I brought them because I don't like how big pads are I find it uncomfortable hoping these would be a bit smaller. They also don't have a scent otherwise just normal pad.",they be not any small i bring they because i do not like how big pad be i find it uncomfortable hop these would be a bit small they also do not have a scent otherwise just normal pad,,,2025-03-23,,-0.9978360533714294,,,,,,0,1,0,0,0,0,0
Perfect size for young ladies,5.0 out of 5 stars,2025-05-21 00:00:00,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Perfect size for young ladies,Perfect size for young ladies,perfect size for young lady,,,2025-05-21,,,,,,,,0,0,0,0,0,0,0
These are really good value and a must buy for your pre-teens/teenagers. The bag they come in can come in handy as a transport bag for their school bags and they're a good size and not as in your face as the adult brands. Will be reordering.,5.0 out of 5 stars,2025-01-13 00:00:00,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",These are really good value and a must buy for your pre-teens/teenagers. The bag they come in can come in handy as a transport bag for their school bags and they're a good size and not as in your face as the adult brands. Will be reordering.,These are really good value and a must buy for your pre-teens/teenagers. The bag they come in can come in handy as a transport bag for their school bags and they're a good size and not as in your face as the adult brands. Will be reordering.,these be really good value and a must buy for your pre teen teenager the bag they come in can come in handy as a transport bag for their school bag and they be a good size and not as in your face as the adult brand will be reorder,,,2025-01-13,,,0.9998306035995483,,,,,0,0,1,0,0,0,0
IWe felt these are only average when it comes to hygiene products and we expected more from a company such as Mooncup. The wings were too small to hold the pad in place securely at night. We also didn't think the protection offered was as good as other branded products.This type of item is very subjective and what one person prefers another doesn't so I'm still giving them 3 stars.,3.0 out of 5 stars,2025-03-18 00:00:00,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads",IWe felt these are only average when it comes to hygiene products and we expected more from a company such as Mooncup. The wings were too small to hold the pad in place securely at night. We also didn't think the protection offered was as good as other branded products.This type of item is very subjective and what one person prefers another doesn't so I'm still giving them 3 stars.,IWe felt these are only average when it comes to hygiene products and we expected more from a company such as Mooncup. The wings were too small to hold the pad in place securely at night. We also didn't think the protection offered was as good as other branded products.This type of item is very subjective and what one person prefers another doesn't so I'm still giving them 3 stars.,iwe feel these be only average when it come to hygiene product and we expect more from a company such as mooncup the wing be too small to hold the pad in place securely at night we also do not think the protection offer be as good as other brand product this type of item be very subjective and what one person prefer another do not so i be still give they 3 star,,,2025-03-18,-0.9993378520011902,,,-0.9978464841842651,-0.9993378520011902,,,1,0,0,1,1,0,0
"I love the Mooncup brand and regularly use their cups, but sometimes I prefer wearing a pad, so I was eager to try these. Unfortunately, they weren't the right fit for me.The main issue was comfort, I found the pads a little too stiff and not as flexible as I like. I was very conscious of the fact I was wearing one, which I don't like. I kept checking mirrors to make sure it wasn't visible! The wings were also a downside. While fairly adhesive, they were small and didn't stay in place as well as I'd hoped.That said, the absorbency was great, and I experienced no leakage, so they do work well in that regard. They just weren't comfortable for me personally.",3.0 out of 5 stars,2025-03-14 00:00:00,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads","I love the Mooncup brand and regularly use their cups, but sometimes I prefer wearing a pad, so I was eager to try these. Unfortunately, they weren't the right fit for me.The main issue was comfort, I found the pads a little too stiff and not as flexible as I like. I was very conscious of the fact I was wearing one, which I don't like. I kept checking mirrors to make sure it wasn't visible! The wings were also a downside. While fairly adhesive, they were small and didn't stay in place as well as I'd hoped.That said, the absorbency was great, and I experienced no leakage, so they do work well in that regard. They just weren't comfortable for me personally.","I love the Mooncup brand and regularly use their cups, but sometimes I prefer wearing a pad, so I was eager to try these. Unfortunately, they weren't the right fit for me.The main issue was comfort, I found the pads a little too stiff and not as flexible as I like. I was very conscious of the fact I was wearing one, which I don't like. I kept checking mirrors to make sure it wasn't visible! The wings were also a downside. While fairly adhesive, they were small and didn't stay in place as well as I'd hoped.That said, the absorbency was great, and I experienced no leakage, so they do work well in that regard. They just weren't comfortable for me personally.",i love the mooncup brand and regularly use their cup but sometimes i prefer wear a pad so i be eager to try these unfortunately they be not the right fit for i the main issue be comfort i find the pad a little too stiff and not as flexible as i like i be very conscious of the fact i be wear one which i do not like i keep check mirror to make sure it be not visible the wing be also a downside while fairly adhesive they be small and do not stay in place as well as i have hop that say the absorbency be great and i experience no leakage so they do work well in that regard they just be not comfortable for i personally,,,2025-03-14,0.9466791152954102,-0.999749481678009,,-0.9923876523971558,-0.35077983140945435,,,1,2,0,1,3,0,0
"These pads are really nice. I found them quite interesting at first as the centre rectangle on the pad was quite stiff/ hard and it felt thick. It did get softer after a while which was nice and it is well absorbing. The sizing is also pretty nice - they looked/ felt a tiny bit wider than the ones I usually use but they cover my underwear well so the sizing has definitely been thought out super well. I usually do not like wings, but these ones seem well crafted. They do not bug me or my thighs, stick well and stay nicely in shape. I would definitely purchase these again as the experience of using them has been highly positive!",5.0 out of 5 stars,2025-04-27 00:00:00,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads","These pads are really nice. I found them quite interesting at first as the centre rectangle on the pad was quite stiff/ hard and it felt thick. It did get softer after a while which was nice and it is well absorbing. The sizing is also pretty nice - they looked/ felt a tiny bit wider than the ones I usually use but they cover my underwear well so the sizing has definitely been thought out super well. I usually do not like wings, but these ones seem well crafted. They do not bug me or my thighs, stick well and stay nicely in shape. I would definitely purchase these again as the experience of using them has been highly positive!","These pads are really nice. I found them quite interesting at first as the centre rectangle on the pad was quite stiff/ hard and it felt thick. It did get softer after a while which was nice and it is well absorbing. The sizing is also pretty nice - they looked/ felt a tiny bit wider than the ones I usually use but they cover my underwear well so the sizing has definitely been thought out super well. I usually do not like wings, but these ones seem well crafted. They do not bug me or my thighs, stick well and stay nicely in shape. I would definitely purchase these again as the experience of using them has been highly positive!",these pad be really nice i find they quite interesting at first as the centre rectangle on the pad be quite stiff/ hard and it feel thick it do get soft after a while which be nice and it be well absorbing the sizing be also pretty nice they looked/ feel a tiny bit wide than the one i usually use but they cover my underwear well so the sizing have definitely be think out super well i usually do not like wing but these one seem well craft they do not bug i or my thigh stick well and stay nicely in shape i would definitely purchase these again as the experience of use they have be highly positive,,,2025-04-27,0.9998782873153687,0.9998782873153687,,0.9237638711929321,0.9996823966503143,,,1,1,0,1,2,0,0
"These pads came at the right time and so far I can say that I like them. The pads seem to have done a good job and I did not encounter any leakage, the adhesive on these is really good too. The one thing I would like to change though is the softness of these pads, they do feel a little bit stiff and not as comfortable as others I have tried in the past. Overall these work well though and I would recommend them.",4.0 out of 5 stars,2025-03-17 00:00:00,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads","These pads came at the right time and so far I can say that I like them. The pads seem to have done a good job and I did not encounter any leakage, the adhesive on these is really good too. The one thing I would like to change though is the softness of these pads, they do feel a little bit stiff and not as comfortable as others I have tried in the past. Overall these work well though and I would recommend them.","These pads came at the right time and so far I can say that I like them. The pads seem to have done a good job and I did not encounter any leakage, the adhesive on these is really good too. The one thing I would like to change though is the softness of these pads, they do feel a little bit stiff and not as comfortable as others I have tried in the past. Overall these work well though and I would recommend them.",these pad come at the right time and so far i can say that i like they the pad seem to have do a good job and i do not encounter any leakage the adhesive on these be really good too the one thing i would like to change though be the softness of these pad they do feel a little bit stiff and not as comfortable as other i have try in the past overall these work well though and i would recommend they,,,2025-03-17,0.9994639754295349,-0.9947327375411987,,-0.9947327375411987,0.9994639754295349,,0.9998385906219482,1,1,0,1,1,0,1
"Dry feel, did get sweaty though from night sweats. No leaks unless you laying on back with knees up and haven't positioned it properly far back enough. Felt like it was about to leak 4-6 hrs in on heaviest day. Fits cotton brief knickers with full gusset coverage.Dislike: wings hard to unstick from itself & reposition when half asleep, folded over in pain. 3.8/5 stars",4.0 out of 5 stars,2025-03-24 00:00:00,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads","Dry feel, did get sweaty though from night sweats. No leaks unless you laying on back with knees up and haven't positioned it properly far back enough. Felt like it was about to leak 4-6 hrs in on heaviest day. Fits cotton brief knickers with full gusset coverage.Dislike: wings hard to unstick from itself & reposition when half asleep, folded over in pain. 3.8/5 stars","Dry feel, did get sweaty though from night sweats. No leaks unless you laying on back with knees up and haven't positioned it properly far back enough. Felt like it was about to leak 4-6 hrs in on heaviest day. Fits cotton brief knickers with full gusset coverage.Dislike: wings hard to unstick from itself & reposition when half asleep, folded over in pain. 3.8/5 stars",dry feel do get sweaty though from night sweat no leak unless you lay on back with knee up and have not position it properly far back enough felt like it be about to leak 4 6 hrs in on heavy day fit cotton brief knicker with full gusset coverage dislike wing hard to unstick from itself reposition when half asleep fold over in pain 3.8/5 star,,,2025-03-24,-0.9968618452548981,,,,-0.9542118310928345,,-0.9542118310928345,2,0,0,0,1,0,1
In terms of comfort and absorbency these pads work very well for me. I especially like the fact that they have an organic cotton top layer and are plastic free. The pads have a decent thickness and I found them soft and comfortable to wear and the wings help the pads to stay in situ.,4.0 out of 5 stars,2025-03-21 00:00:00,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads",In terms of comfort and absorbency these pads work very well for me. I especially like the fact that they have an organic cotton top layer and are plastic free. The pads have a decent thickness and I found them soft and comfortable to wear and the wings help the pads to stay in situ.,In terms of comfort and absorbency these pads work very well for me. I especially like the fact that they have an organic cotton top layer and are plastic free. The pads have a decent thickness and I found them soft and comfortable to wear and the wings help the pads to stay in situ.,in term of comfort and absorbency these pad work very well for i i especially like the fact that they have an organic cotton top layer and be plastic free the pad have a decent thickness and i find they soft and comfortable to wear and the wing help the pad to stay in situ,,,2025-03-21,0.9998008608818054,0.9995874762535095,,0.9993740916252136,0.9993740916252136,,0.9773183465003967,1,2,0,1,1,0,1
"Very thin but love that they are organic cotton, very comfortable, zero irritation.Suitable for very, very light moisture nothing to heavy.Decent adhesion for a minimal amount of time.Wish they were individually wrapped.Well packed and presented.Thank you",3.0 out of 5 stars,2025-03-23 00:00:00,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads","Very thin but love that they are organic cotton, very comfortable, zero irritation.Suitable for very, very light moisture nothing to heavy.Decent adhesion for a minimal amount of time.Wish they were individually wrapped.Well packed and presented.Thank you","Very thin but love that they are organic cotton, very comfortable, zero irritation.Suitable for very, very light moisture nothing to heavy.Decent adhesion for a minimal amount of time.Wish they were individually wrapped.Well packed and presented.Thank you",very thin but love that they be organic cotton very comfortable zero irritation suitable for very very light moisture nothing to heavy decent adhesion for a minimal amount of time wish they be individually wrap well pack and present thank you,,,2025-03-23,,0.9995744824409485,,0.9995744824409485,,0.9995744824409485,0.9995744824409485,0,1,0,1,0,1,1
"I am sure these pads will protect you, but at the cost of feeling like you have a rock between your legs. They are not soft and too hard for me.",3.0 out of 5 stars,2025-03-20 00:00:00,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads","I am sure these pads will protect you, but at the cost of feeling like you have a rock between your legs. They are not soft and too hard for me.","I am sure these pads will protect you, but at the cost of feeling like you have a rock between your legs. They are not soft and too hard for me.",i be sure these pad will protect you but at the cost of feeling like you have a rock between your leg they be not soft and too hard for i,,,2025-03-20,,-0.8626345992088318,-0.9701613783836365,,,,,0,1,1,0,0,0,0
"Night Pads with Wings are a great option for heavy flow days and overnight use. They offer excellent absorbency and stay in place throughout the night, preventing leaks. The wings provide extra security, ensuring the pad stays securely fitted. The soft material is gentle on the skin, and I appreciate the eco-friendly aspect of the product. These pads offer great comfort and reliability, making them perfect for anyone needing extra protection during heavier flow days or while sleeping. Highly recommend for those looking for a sustainable and effective option.",4.0 out of 5 stars,2025-03-13 00:00:00,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads","Night Pads with Wings are a great option for heavy flow days and overnight use. They offer excellent absorbency and stay in place throughout the night, preventing leaks. The wings provide extra security, ensuring the pad stays securely fitted. The soft material is gentle on the skin, and I appreciate the eco-friendly aspect of the product. These pads offer great comfort and reliability, making them perfect for anyone needing extra protection during heavier flow days or while sleeping. Highly recommend for those looking for a sustainable and effective option.","Night Pads with Wings are a great option for heavy flow days and overnight use. They offer excellent absorbency and stay in place throughout the night, preventing leaks. The wings provide extra security, ensuring the pad stays securely fitted. The soft material is gentle on the skin, and I appreciate the eco-friendly aspect of the product. These pads offer great comfort and reliability, making them perfect for anyone needing extra protection during heavier flow days or while sleeping. Highly recommend for those looking for a sustainable and effective option.",night pads with wings be a great option for heavy flow day and overnight use they offer excellent absorbency and stay in place throughout the night prevent leak the wing provide extra security ensure the pad stay securely fit the soft material be gentle on the skin and i appreciate the eco friendly aspect of the product these pad offer great comfort and reliability make they perfect for anyone need extra protection during heavy flow day or while sleep highly recommend for those look for a sustainable and effective option,,,2025-03-13,0.9942147731781006,0.9996892809867859,,,0.9943025509516398,,0.9997502565383911,2,2,0,0,3,0,2
"From the wife's testing and opinions these thin liners are comfortable and do not irritate at all, they are comfortable to wear all day but she would only use them for day to day use, not really big enough to use at any stage of your monthlies unless it's literally a few drips here and there, other than that they're worth a try",5.0 out of 5 stars,2025-04-16 00:00:00,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads","From the wife's testing and opinions these thin liners are comfortable and do not irritate at all, they are comfortable to wear all day but she would only use them for day to day use, not really big enough to use at any stage of your monthlies unless it's literally a few drips here and there, other than that they're worth a try","From the wife's testing and opinions these thin liners are comfortable and do not irritate at all, they are comfortable to wear all day but she would only use them for day to day use, not really big enough to use at any stage of your monthlies unless it's literally a few drips here and there, other than that they're worth a try",from the wife 's testing and opinion these thin liner be comfortable and do not irritate at all they be comfortable to wear all day but she would only use they for day to day use not really big enough to use at any stage of your monthly unless it be literally a few drip here and there other than that they be worth a try,,,2025-04-16,,-0.8395283818244934,-0.8395283818244934,-0.8395283818244934,,,,0,1,1,1,0,0,0
"Used for a second month now. No problems at all. On my heaviest day I've worn a tampon for part of the day but to be honest that was 'just in case', I think next month I won't bother. I've got 2 packs of the largest size, a pack of medium and one pack of light. Plenty to get through the 5/6 days for me 😊.I rinse them until the water pretty much runs clear and they then either go straight in a wash or in a wet bag until I put a wash on. Yes you have to rinse and squeeze out blood which on heavy days isn't the most pleasant job but it really doesn't take long. So worth it for the comfort and massive reduction in plastic waste!They definitely absorb more than even the biggest disposable pad. Almost makes your flow appear lighter.They don't leak and are easy to use out and about with the wet bag.If you're at all sceptical then just wear them in the house at first to get used to them, and if you're worried when using themOut the house for the first time, either combine with tampons initially or just bring disposables as back ups.I don't think you'll regret giving them a go.Just make sure you have good fitting underwear when wearing the smaller pads as they can move around a bit.",5.0 out of 5 stars,2021-03-27 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for Heavy Flow) -- Odour-Absorbing Charcoal Bamboo Pads for Women Sanitary Towels -- Reusable Pads Menstrual with Waterproof Wet Bag,"Used for a second month now. No problems at all. On my heaviest day I've worn a tampon for part of the day but to be honest that was 'just in case', I think next month I won't bother. I've got 2 packs of the largest size, a pack of medium and one pack of light. Plenty to get through the 5/6 days for me 😊.I rinse them until the water pretty much runs clear and they then either go straight in a wash or in a wet bag until I put a wash on. Yes you have to rinse and squeeze out blood which on heavy days isn't the most pleasant job but it really doesn't take long. So worth it for the comfort and massive reduction in plastic waste!They definitely absorb more than even the biggest disposable pad. Almost makes your flow appear lighter.They don't leak and are easy to use out and about with the wet bag.If you're at all sceptical then just wear them in the house at first to get used to them, and if you're worried when using themOut the house for the first time, either combine with tampons initially or just bring disposables as back ups.I don't think you'll regret giving them a go.Just make sure you have good fitting underwear when wearing the smaller pads as they can move around a bit.","Used for a second month now. No problems at all. On my heaviest day I've worn a tampon for part of the day but to be honest that was 'just in case', I think next month I won't bother. I've got 2 packs of the largest size, a pack of medium and one pack of light. Plenty to get through the 5/6 days for me 😊.I rinse them until the water pretty much runs clear and they then either go straight in a wash or in a wet bag until I put a wash on. Yes you have to rinse and squeeze out blood which on heavy days isn't the most pleasant job but it really doesn't take long. So worth it for the comfort and massive reduction in plastic waste!They definitely absorb more than even the biggest disposable pad. Almost makes your flow appear lighter.They don't leak and are easy to use out and about with the wet bag.If you're at all sceptical then just wear them in the house at first to get used to them, and if you're worried when using themOut the house for the first time, either combine with tampons initially or just bring disposables as back ups.I don't think you'll regret giving them a go.Just make sure you have good fitting underwear when wearing the smaller pads as they can move around a bit.",use for a second month now no problem at all on my heavy day i have wear a tampon for part of the day but to be honest that be just in case i think next month i will not bother i have get 2 pack of the large size a pack of medium and one pack of light plenty to get through the 5/6 day for i 😊 .i rinse they until the water pretty much run clear and they then either go straight in a wash or in a wet bag until i put a wash on yes you have to rinse and squeeze out blood which on heavy day be not the most pleasant job but it really do not take long so worth it for the comfort and massive reduction in plastic waste!they definitely absorb more than even the big disposable pad almost make your flow appear light they do not leak and be easy to use out and about with the wet bag if you be at all sceptical then just wear they in the house at first to get use to they and if you be worried when use themout the house for the first time either combine with tampon initially or just bring disposable as back up i do not think you will regret give they a go just make sure you have good fitting underwear when wear the small pad as they can move around a bit,,,2021-03-27,0.9519630074501038,0.9989738464355469,0.9989738464355469,-0.03700035810470581,0.9049521684646606,0.9456349015235901,0.003401339054107666,2,1,1,2,1,1,2
"Purchased these sanitary pads as was looking for something comfortable and to stop buying disposable pads. The pretty dark design is nice and discreet and they fit into panties well and secure easily in place with the popper. Like the little bag to store them in until they are ready to be washed, as keeps odours and mess at bay. The pads are easy to clean, just rinse and then put them in the washing machine. These pads are fine for light to medium days, but found they are not great for heavy flow as advertised, as they are a bit short in length and not wide enough which causes pad to leak slightly. Also for particularly heavy flow they could definitely benefit from being longer in length and wider at the back to save any leakages. Will look to buy some more reusable pads which are longer and wider for those heavier days and nights. Overall happy with purchase. Nice pads of good value and quality.",4.0 out of 5 stars,2022-05-07 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for Heavy Flow) -- Odour-Absorbing Charcoal Bamboo Pads for Women Sanitary Towels -- Reusable Pads Menstrual with Waterproof Wet Bag,"Purchased these sanitary pads as was looking for something comfortable and to stop buying disposable pads. The pretty dark design is nice and discreet and they fit into panties well and secure easily in place with the popper. Like the little bag to store them in until they are ready to be washed, as keeps odours and mess at bay. The pads are easy to clean, just rinse and then put them in the washing machine. These pads are fine for light to medium days, but found they are not great for heavy flow as advertised, as they are a bit short in length and not wide enough which causes pad to leak slightly. Also for particularly heavy flow they could definitely benefit from being longer in length and wider at the back to save any leakages. Will look to buy some more reusable pads which are longer and wider for those heavier days and nights. Overall happy with purchase. Nice pads of good value and quality.","Purchased these sanitary pads as was looking for something comfortable and to stop buying disposable pads. The pretty dark design is nice and discreet and they fit into panties well and secure easily in place with the popper. Like the little bag to store them in until they are ready to be washed, as keeps odours and mess at bay. The pads are easy to clean, just rinse and then put them in the washing machine. These pads are fine for light to medium days, but found they are not great for heavy flow as advertised, as they are a bit short in length and not wide enough which causes pad to leak slightly. Also for particularly heavy flow they could definitely benefit from being longer in length and wider at the back to save any leakages. Will look to buy some more reusable pads which are longer and wider for those heavier days and nights. Overall happy with purchase. Nice pads of good value and quality.",purchase these sanitary pad as be look for something comfortable and to stop buy disposable pad the pretty dark design be nice and discreet and they fit into panty well and secure easily in place with the popper like the little bag to store they in until they be ready to be wash as keep odour and mess at bay the pad be easy to clean just rinse and then put they in the washing machine these pad be fine for light to medium day but find they be not great for heavy flow as advertise as they be a bit short in length and not wide enough which cause pad to leak slightly also for particularly heavy flow they could definitely benefit from be long in length and wide at the back to save any leakage will look to buy some more reusable pad which be long and wide for those heavy day and night overall happy with purchase nice pad of good value and quality,,,2022-05-07,-0.9967562556266785,-0.9971339702606201,0.9998288154602051,0.0013371407985687256,0.0025911331176757812,,,2,1,1,2,2,0,0
"Ladies, please go for this. Not only has it completely reduced my use of tampos and pads, of which are very bad for the environment, I no longer get the skin rashes that normally come with the pads that most often aren't talked about.It does to be fair feel like a cinder block in your pants at first (though this does not mean they are uncomfortable by any mean, they are just noticeably thicker and bigger than pads) because it is very thick but it gets the job done and there are medium strength ones anyways so to each their own. Rest assured when you sleep, no matter what position you pull, blood will not escape this beast. 100% very good purchase, will be buying more.My recommendation if you get heavy flow regularly on periods, go for the heavy flow one as it really can capture all of your waste. I also wear it outside of period to catch discharge because it's just that comfortable to wear and protects my sensitive skin from non-cotton underwear at times and chafing.",5.0 out of 5 stars,2023-01-12 00:00:00,Eco Lily Reusable Sanitary Pads (6Pk for Heavy Flow) -- Odour-Absorbing Charcoal Bamboo Pads for Women Sanitary Towels -- Reusable Pads Menstrual with Waterproof Wet Bag,"Ladies, please go for this. Not only has it completely reduced my use of tampos and pads, of which are very bad for the environment, I no longer get the skin rashes that normally come with the pads that most often aren't talked about.It does to be fair feel like a cinder block in your pants at first (though this does not mean they are uncomfortable by any mean, they are just noticeably thicker and bigger than pads) because it is very thick but it gets the job done and there are medium strength ones anyways so to each their own. Rest assured when you sleep, no matter what position you pull, blood will not escape this beast. 100% very good purchase, will be buying more.My recommendation if you get heavy flow regularly on periods, go for the heavy flow one as it really can capture all of your waste. I also wear it outside of period to catch discharge because it's just that comfortable to wear and protects my sensitive skin from non-cotton underwear at times and chafing.","Ladies, please go for this. Not only has it completely reduced my use of tampos and pads, of which are very bad for the environment, I no longer get the skin rashes that normally come with the pads that most often aren't talked about.It does to be fair feel like a cinder block in your pants at first (though this does not mean they are uncomfortable by any mean, they are just noticeably thicker and bigger than pads) because it is very thick but it gets the job done and there are medium strength ones anyways so to each their own. Rest assured when you sleep, no matter what position you pull, blood will not escape this beast. 100% very good purchase, will be buying more.My recommendation if you get heavy flow regularly on periods, go for the heavy flow one as it really can capture all of your waste. I also wear it outside of period to catch discharge because it's just that comfortable to wear and protects my sensitive skin from non-cotton underwear at times and chafing.",lady please go for this not only have it completely reduce my use of tampos and pad of which be very bad for the environment i no long get the skin rash that normally come with the pad that most often be not talk about it do to be fair feel like a cinder block in your pant at first though this do not mean they be uncomfortable by any mean they be just noticeably thick and big than pad because it be very thick but it get the job do and there be medium strength one anyways so to each their own rest assure when you sleep no matter what position you pull blood will not escape this beast 100 very good purchase will be buy more my recommendation if you get heavy flow regularly on period go for the heavy flow one as it really can capture all of your waste i also wear it outside of period to catch discharge because it be just that comfortable to wear and protect my sensitive skin from non cotton underwear at time and chafing,,,2023-01-12,-0.970949113368988,0.005106896162033081,,-0.9870049357414246,,,-0.32024510701497394,1,2,0,1,0,0,3
