review_text_raw,review_text,rating_raw,rating,review_date_raw,review_date,product_name,brand
As described,As described,4.0 out of 5 stars,4.0,2025-06-04 00:00:00,2025-06-04,"Rael Organic Cotton Cover Sanitary Towels - Regular Absorbency, Ultra Thin Period Pads with Wings for Women, Unscented, Hypoallergenic, Vegan (Regular, 28 Count)",Rael
These are great,These are great,5.0 out of 5 stars,5.0,2024-12-21 00:00:00,2024-12-21,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"Buy these regularly for my grand daughter, great size and great price, much cheaper the. Boots","Buy these regularly for my grand daughter, great size and great price, much cheaper the. Boots",5.0 out of 5 stars,5.0,2024-10-15 00:00:00,2024-10-15,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Bought these for when my daughter gets her first menstruation so she is prepared. Popped a couple in a little tub in her bag with other emergency essentials so she's always sorted if need anything to fry decrease the already embarrassing moments in junior school/transitioning to high school.,Bought these for when my daughter gets her first menstruation so she is prepared. Popped a couple in a little tub in her bag with other emergency essentials so she's always sorted if need anything to fry decrease the already embarrassing moments in junior school/transitioning to high school.,5.0 out of 5 stars,5.0,2024-02-20 00:00:00,2024-02-20,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
I buy these for my 14 year old daughter as she finds they fit her the best and are the most comfortable to wear.,I buy these for my 14 year old daughter as she finds they fit her the best and are the most comfortable to wear.,5.0 out of 5 stars,5.0,2024-08-14 00:00:00,2024-08-14,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"Great for all ages, not just teens. Stay in place. Absorb well and are nice against skin.","Great for all ages, not just teens. Stay in place. Absorb well and are nice against skin.",5.0 out of 5 stars,5.0,2024-08-16 00:00:00,2024-08-16,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
as per description,as per description,5.0 out of 5 stars,5.0,2024-11-07 00:00:00,2024-11-07,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Ok so I just got my first period and I ordered these and they were so good they fit great!(Heavy flow girl) so all u lady's if ur debating abt them let this put ur mind at rest GET THEMLove yall 💗,Ok so I just got my first period and I ordered these and they were so good they fit great!(Heavy flow girl) so all u lady's if ur debating abt them let this put ur mind at rest GET THEMLove yall 💗,5.0 out of 5 stars,5.0,2024-02-15 00:00:00,2024-02-15,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Good quality.,Good quality.,5.0 out of 5 stars,5.0,2024-10-25 00:00:00,2024-10-25,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Made in China but not Taiwan now. Won't buy it again as where they made there.,Made in China but not Taiwan now. Won't buy it again as where they made there.,1.0 out of 5 stars,1.0,2025-10-23 00:00:00,2025-10-23,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Didn't really like these.,Didn't really like these.,1.0 out of 5 stars,1.0,2025-11-21 00:00:00,2025-11-21,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"Why has nobody ever thought of making these before-they are PERFECT-!!!! I am a 'young 50 year old' lol and thought I would try these as I even struggled to get Tampax during lockdown-pffftttt. Previously used Tampax/supermarket own brand tampons since being a teen-these are an absolute godsend because they are perfectly sized for us petite ladies, very comfortable and NOT visible at all-!! Work the same as big ones but no bulk, no more rubbing side of legs (I always suffered this-hence the TP's), completely invisible under tight trousers/jeans & not feeling like you're wearing a nappy-eek-!! (Only gripe is that the adhesive isn't really the strongest but that's about it-!!)","Why has nobody ever thought of making these before-they are PERFECT-!!!! I am a 'young 50 year old' lol and thought I would try these as I even struggled to get Tampax during lockdown-pffftttt. Previously used Tampax/supermarket own brand tampons since being a teen-these are an absolute godsend because they are perfectly sized for us petite ladies, very comfortable and NOT visible at all-!! Work the same as big ones but no bulk, no more rubbing side of legs (I always suffered this-hence the TP's), completely invisible under tight trousers/jeans & not feeling like you're wearing a nappy-eek-!! (Only gripe is that the adhesive isn't really the strongest but that's about it-!!)",5.0 out of 5 stars,5.0,2022-04-05 00:00:00,2022-04-05,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
This is a good product its good for first i highly recomend its very obsorbant very comfy and padded it's light basically like it's not there lil lets are my 100% go to brand of pads as I do not get on with others.,This is a good product its good for first i highly recomend its very obsorbant very comfy and padded it's light basically like it's not there lil lets are my 100% go to brand of pads as I do not get on with others.,5.0 out of 5 stars,5.0,2024-07-07 00:00:00,2024-07-07,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"Packaging appeals to teenage girls. Neat, good absorbency","Packaging appeals to teenage girls. Neat, good absorbency",4.0 out of 5 stars,4.0,2024-07-15 00:00:00,2024-07-15,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Such good value and ideal for my teen daughter,Such good value and ideal for my teen daughter,5.0 out of 5 stars,5.0,2024-12-23 00:00:00,2024-12-23,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Not recommended. I bought this product for my daughter considering this to be good for teen girls. But it's not secure and not something u can rely on. No from me.,Not recommended. I bought this product for my daughter considering this to be good for teen girls. But it's not secure and not something u can rely on. No from me.,1.0 out of 5 stars,1.0,2025-11-14 00:00:00,2025-11-14,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
My daughter has adhd and sensory processing issues and she loves these little pads for dealing with 'ladies problems' as she puts it. They are designed for smaller pants and comfortable. She doesn't feel she is wearing them and they aren't stupidly expensive either.,My daughter has adhd and sensory processing issues and she loves these little pads for dealing with 'ladies problems' as she puts it. They are designed for smaller pants and comfortable. She doesn't feel she is wearing them and they aren't stupidly expensive either.,5.0 out of 5 stars,5.0,2024-06-12 00:00:00,2024-06-12,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
12 yr old daughter prefers this as they are longer than most.,12 yr old daughter prefers this as they are longer than most.,5.0 out of 5 stars,5.0,2024-11-22 00:00:00,2024-11-22,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Good product for price speedy delivery,Good product for price speedy delivery,5.0 out of 5 stars,5.0,2024-12-09 00:00:00,2024-12-09,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Well fitted and good price,Well fitted and good price,4.0 out of 5 stars,4.0,2024-12-14 00:00:00,2024-12-14,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Good,Good,5.0 out of 5 stars,5.0,2025-01-12 00:00:00,2025-01-12,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"I liked them, I'm personally a tampons girl but I needed protection overnight aswell as well as recently when trying out a menstrual cup. I think these have some sort of moisture wick layer or whatever it's called which traps the blood in between the layers and I feel like I personally didn't like that because the texture it creates doesn't feel the most comfortable to me but they do the job","I liked them, I'm personally a tampons girl but I needed protection overnight aswell as well as recently when trying out a menstrual cup. I think these have some sort of moisture wick layer or whatever it's called which traps the blood in between the layers and I feel like I personally didn't like that because the texture it creates doesn't feel the most comfortable to me but they do the job",4.0 out of 5 stars,4.0,2023-11-13 00:00:00,2023-11-13,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
I never had these before but I'm surprised that they are really nice and soft pretty comfortable as well I have nothing to complain about 😊,I never had these before but I'm surprised that they are really nice and soft pretty comfortable as well I have nothing to complain about 😊,5.0 out of 5 stars,5.0,2024-12-27 00:00:00,2024-12-27,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Great for younger girls as narrower fitting,Great for younger girls as narrower fitting,5.0 out of 5 stars,5.0,2025-02-24 00:00:00,2025-02-24,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Very good for tens and teenager,Very good for tens and teenager,5.0 out of 5 stars,5.0,2025-02-23 00:00:00,2025-02-23,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
These are what I purchase for my daughter now. No issues with them and they are not irritating either.,These are what I purchase for my daughter now. No issues with them and they are not irritating either.,5.0 out of 5 stars,5.0,2025-01-08 00:00:00,2025-01-08,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
2026-10-10 00:00:00,2026-10-10 00:00:00,5.0 out of 5 stars,5.0,2025-03-09 00:00:00,2025-03-09,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
My daughter started her periods at age 9 last year. Since then we've tried everything! But they were all huge like nappies and of course she's far too young for tampons. We found these and they are a life saver for her. If you have an unusually young one started periods then these are perfect. So pleased we found them,My daughter started her periods at age 9 last year. Since then we've tried everything! But they were all huge like nappies and of course she's far too young for tampons. We found these and they are a life saver for her. If you have an unusually young one started periods then these are perfect. So pleased we found them,5.0 out of 5 stars,5.0,2024-06-01 00:00:00,2024-06-01,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"My 12yr old things these are great, actually fit her underwear properly and good absorption. Also great value for money","My 12yr old things these are great, actually fit her underwear properly and good absorption. Also great value for money",5.0 out of 5 stars,5.0,2024-12-03 00:00:00,2024-12-03,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
They're ok for the price but not great in general wouldn't recommend,They're ok for the price but not great in general wouldn't recommend,2.0 out of 5 stars,2.0,2025-09-11 00:00:00,2025-09-11,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"Good packaging, good quality product - always the first choice for a teen","Good packaging, good quality product - always the first choice for a teen",5.0 out of 5 stars,5.0,2025-01-03 00:00:00,2025-01-03,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Much better size for a 13 year old than the regular adult ones. She reports that they are a lot more comfortable and appear to be quite absorbent during the day but probably needs bigger for night time.Cute little packet and individually wrapped.,Much better size for a 13 year old than the regular adult ones. She reports that they are a lot more comfortable and appear to be quite absorbent during the day but probably needs bigger for night time.Cute little packet and individually wrapped.,5.0 out of 5 stars,5.0,2025-01-23 00:00:00,2025-01-23,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"I am 5'2"" and have relatively light periods. These are great for the days when you're too light for full sized pads but need more than a liner. Nice and comfortable to wear too.","I am 5'2"" and have relatively light periods. These are great for the days when you're too light for full sized pads but need more than a liner. Nice and comfortable to wear too.",5.0 out of 5 stars,5.0,2025-02-24 00:00:00,2025-02-24,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Perfect sanitary towels for girls and teens just starting their periods. Presented well and the ribbon is pretty and a nice touch.,Perfect sanitary towels for girls and teens just starting their periods. Presented well and the ribbon is pretty and a nice touch.,5.0 out of 5 stars,5.0,2025-03-03 00:00:00,2025-03-03,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Perfect for little girls as the normal womans pads can but very big and uncomfortable.,Perfect for little girls as the normal womans pads can but very big and uncomfortable.,5.0 out of 5 stars,5.0,2025-03-28 00:00:00,2025-03-28,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"Its a shame they dont do these in shops, such a better size for my 10year old who started her period early","Its a shame they dont do these in shops, such a better size for my 10year old who started her period early",4.0 out of 5 stars,4.0,2024-10-11 00:00:00,2024-10-11,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Practically the only thing u can buy for teenage girls other are far too big,Practically the only thing u can buy for teenage girls other are far too big,5.0 out of 5 stars,5.0,2025-03-16 00:00:00,2025-03-16,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Really great buy 😊,Really great buy 😊,5.0 out of 5 stars,5.0,2025-04-24 00:00:00,2025-04-24,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
My 10 year old was an early starter and she has experimented with various pads etc but seems to leak a lot. These have been a life saver! They are discreet but leaks have completely stopped! Would recommend these to anyone!,My 10 year old was an early starter and she has experimented with various pads etc but seems to leak a lot. These have been a life saver! They are discreet but leaks have completely stopped! Would recommend these to anyone!,5.0 out of 5 stars,5.0,2024-12-13 00:00:00,2024-12-13,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Been ordering these for months for my daughter. She says that they are a great fit and are comfortable. Great for teenagers as not to long or wide.,Been ordering these for months for my daughter. She says that they are a great fit and are comfortable. Great for teenagers as not to long or wide.,5.0 out of 5 stars,5.0,2025-01-13 00:00:00,2025-01-13,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"Comfortable, discreet and super absorbent what more could you ask for!","Comfortable, discreet and super absorbent what more could you ask for!",5.0 out of 5 stars,5.0,2025-02-21 00:00:00,2025-02-21,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls & Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"Perfect size for my grand daughter, very discreet","Perfect size for my grand daughter, very discreet",5.0 out of 5 stars,5.0,2025-06-30 00:00:00,2025-06-30,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Great,Great,5.0 out of 5 stars,5.0,2025-07-06 00:00:00,2025-07-06,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
So comfortable and breathableI use it on the third day of the period . No leaking at all,So comfortable and breathableI use it on the third day of the period . No leaking at all,4.0 out of 5 stars,4.0,2025-01-24 00:00:00,2025-01-24,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Great item,Great item,5.0 out of 5 stars,5.0,2025-06-25 00:00:00,2025-06-25,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"I bought these recently on a hunch my daughter was about to start her periods and I'm so glad I did. Theyre cutely packaged, small enough to tucker in a pocket or up a sleeve to go to the bathroom with in school and have wings which help my daughter feel more confident when she wears them. The price is such good value too as the pads are only thin.","I bought these recently on a hunch my daughter was about to start her periods and I'm so glad I did. Theyre cutely packaged, small enough to tucker in a pocket or up a sleeve to go to the bathroom with in school and have wings which help my daughter feel more confident when she wears them. The price is such good value too as the pads are only thin.",5.0 out of 5 stars,5.0,2025-01-11 00:00:00,2025-01-11,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Best sanitary products,Best sanitary products,5.0 out of 5 stars,5.0,2025-06-13 00:00:00,2025-06-13,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"My teenager has had no complaints about the product, and I can confidently say that it is worth every penny spent. The quality and functionality exceeded my expectations, and it's clear that my investment has paid off. It's satisfying to see my teen so happy with it, and I appreciate the peace of mind that comes from knowing I made a smart purchase.","My teenager has had no complaints about the product, and I can confidently say that it is worth every penny spent. The quality and functionality exceeded my expectations, and it's clear that my investment has paid off. It's satisfying to see my teen so happy with it, and I appreciate the peace of mind that comes from knowing I made a smart purchase.",5.0 out of 5 stars,5.0,2024-11-28 00:00:00,2024-11-28,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
"They aren't any smaller, I brought them because I don't like how big pads are I find it uncomfortable hoping these would be a bit smaller. They also don't have a scent otherwise just normal pad.","They aren't any smaller, I brought them because I don't like how big pads are I find it uncomfortable hoping these would be a bit smaller. They also don't have a scent otherwise just normal pad.",3.0 out of 5 stars,3.0,2025-03-23 00:00:00,2025-03-23,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
Perfect size for young ladies,Perfect size for young ladies,5.0 out of 5 stars,5.0,2025-05-21 00:00:00,2025-05-21,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
These are really good value and a must buy for your pre-teens/teenagers. The bag they come in can come in handy as a transport bag for their school bags and they're a good size and not as in your face as the adult brands. Will be reordering.,These are really good value and a must buy for your pre-teens/teenagers. The bag they come in can come in handy as a transport bag for their school bags and they're a good size and not as in your face as the adult brands. Will be reordering.,5.0 out of 5 stars,5.0,2025-01-13 00:00:00,2025-01-13,"Lil-Lets Teens Eco Day Pads X 40,Petite Towels For Girls &amp; Teenagers,With Wings, Plant-Based Materials,Contains Sustainable Bamboo, Light to Medium Flow,First Periods, Vegan Friendly,1 Pack of 40 Pads",Lil-Lets
IWe felt these are only average when it comes to hygiene products and we expected more from a company such as Mooncup. The wings were too small to hold the pad in place securely at night. We also didn't think the protection offered was as good as other branded products.This type of item is very subjective and what one person prefers another doesn't so I'm still giving them 3 stars.,IWe felt these are only average when it comes to hygiene products and we expected more from a company such as Mooncup. The wings were too small to hold the pad in place securely at night. We also didn't think the protection offered was as good as other branded products.This type of item is very subjective and what one person prefers another doesn't so I'm still giving them 3 stars.,3.0 out of 5 stars,3.0,2025-03-18 00:00:00,2025-03-18,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads",Mooncup®
"I love the Mooncup brand and regularly use their cups, but sometimes I prefer wearing a pad, so I was eager to try these. Unfortunately, they weren't the right fit for me.The main issue was comfort, I found the pads a little too stiff and not as flexible as I like. I was very conscious of the fact I was wearing one, which I don't like. I kept checking mirrors to make sure it wasn't visible! The wings were also a downside. While fairly adhesive, they were small and didn't stay in place as well as I'd hoped.That said, the absorbency was great, and I experienced no leakage, so they do work well in that regard. They just weren't comfortable for me personally.","I love the Mooncup brand and regularly use their cups, but sometimes I prefer wearing a pad, so I was eager to try these. Unfortunately, they weren't the right fit for me.The main issue was comfort, I found the pads a little too stiff and not as flexible as I like. I was very conscious of the fact I was wearing one, which I don't like. I kept checking mirrors to make sure it wasn't visible! The wings were also a downside. While fairly adhesive, they were small and didn't stay in place as well as I'd hoped.That said, the absorbency was great, and I experienced no leakage, so they do work well in that regard. They just weren't comfortable for me personally.",3.0 out of 5 stars,3.0,2025-03-14 00:00:00,2025-03-14,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads",Mooncup®
"These pads are really nice. I found them quite interesting at first as the centre rectangle on the pad was quite stiff/ hard and it felt thick. It did get softer after a while which was nice and it is well absorbing. The sizing is also pretty nice - they looked/ felt a tiny bit wider than the ones I usually use but they cover my underwear well so the sizing has definitely been thought out super well. I usually do not like wings, but these ones seem well crafted. They do not bug me or my thighs, stick well and stay nicely in shape. I would definitely purchase these again as the experience of using them has been highly positive!","These pads are really nice. I found them quite interesting at first as the centre rectangle on the pad was quite stiff/ hard and it felt thick. It did get softer after a while which was nice and it is well absorbing. The sizing is also pretty nice - they looked/ felt a tiny bit wider than the ones I usually use but they cover my underwear well so the sizing has definitely been thought out super well. I usually do not like wings, but these ones seem well crafted. They do not bug me or my thighs, stick well and stay nicely in shape. I would definitely purchase these again as the experience of using them has been highly positive!",5.0 out of 5 stars,5.0,2025-04-27 00:00:00,2025-04-27,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads",Mooncup®
"These pads came at the right time and so far I can say that I like them. The pads seem to have done a good job and I did not encounter any leakage, the adhesive on these is really good too. The one thing I would like to change though is the softness of these pads, they do feel a little bit stiff and not as comfortable as others I have tried in the past. Overall these work well though and I would recommend them.","These pads came at the right time and so far I can say that I like them. The pads seem to have done a good job and I did not encounter any leakage, the adhesive on these is really good too. The one thing I would like to change though is the softness of these pads, they do feel a little bit stiff and not as comfortable as others I have tried in the past. Overall these work well though and I would recommend them.",4.0 out of 5 stars,4.0,2025-03-17 00:00:00,2025-03-17,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads",Mooncup®
"Dry feel, did get sweaty though from night sweats. No leaks unless you laying on back with knees up and haven't positioned it properly far back enough. Felt like it was about to leak 4-6 hrs in on heaviest day. Fits cotton brief knickers with full gusset coverage.Dislike: wings hard to unstick from itself & reposition when half asleep, folded over in pain. 3.8/5 stars","Dry feel, did get sweaty though from night sweats. No leaks unless you laying on back with knees up and haven't positioned it properly far back enough. Felt like it was about to leak 4-6 hrs in on heaviest day. Fits cotton brief knickers with full gusset coverage.Dislike: wings hard to unstick from itself & reposition when half asleep, folded over in pain. 3.8/5 stars",4.0 out of 5 stars,4.0,2025-03-24 00:00:00,2025-03-24,"Mooncup® Heavy/Night Flow Pads with Wings, Ultra Soft Organic Cotton, 10 Pads",Mooncup®
